"","nome_jogo","nota_jogo","link_jogo","ano_jogo","genero_jogo","link_avaliacao","avaliacao_jogo","diretor_jogo"
"101","Resident Evil: Code: Veronica","8.1","https://www.imdb.com/title/tt0217000/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0217000/ratings/?ref_=tt_ov_rt","850|648|795|441|162|78|28|18|15|68","Hiroki Katô
| Shimako Sato
| Toshiyuki Aoyama
| Makoto Seki
"
"102","Kyasarin","8","https://www.imdb.com/title/tt2002632/?ref_=adv_li_tt",2011,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt2002632/ratings/?ref_=tt_ov_rt","234|162|263|117|72|28|15|7|4|24","Katsura Hashino
"
"103","Subnautica: Below Zero","7.6","https://www.imdb.com/title/tt12829038/?ref_=adv_li_tt",2019,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt12829038/ratings/?ref_=tt_ov_rt","45|50|99|65|25|11|4|3|2|12",NA
"104","Bloodborne: The Old Hunters","9.4","https://www.imdb.com/title/tt5032376/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt5032376/ratings/?ref_=tt_ov_rt","1,097|327|103|39|16|15|7|7|7|33","Hidetaka Miyazaki
"
"105","S.T.A.L.K.E.R.: Shadow of Chernobyl","8.4","https://www.imdb.com/title/tt0936494/?ref_=adv_li_tt",2007,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0936494/ratings/?ref_=tt_ov_rt","489|342|326|175|66|35|14|9|2|44","Zach Hanks
"
"106","Dark Deception","8.2","https://www.imdb.com/title/tt9661238/?ref_=adv_li_tt",2018,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt9661238/ratings/?ref_=tt_ov_rt","44|14|16|8|2|2|2|1|1|9","Vince Livings
"
"107","Five Nights at Freddy's World","5.4","https://www.imdb.com/title/tt5031764/?ref_=adv_li_tt",2016,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt5031764/ratings/?ref_=tt_ov_rt","93|23|54|42|55|70|34|16|20|39","Scott Cawthon
"
"108","Limbo","8.3","https://www.imdb.com/title/tt1754134/?ref_=adv_li_tt",2010,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt1754134/ratings/?ref_=tt_ov_rt","1,113|1,461|1,739|862|294|97|36|23|13|58","Arnt Jensen
"
"109","Diablo II","9","https://www.imdb.com/title/tt0258523/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0258523/ratings/?ref_=tt_ov_rt","1,819|1,139|554|256|70|46|27|14|12|113",NA
"110","DayZ","5.1","https://www.imdb.com/title/tt3141682/?ref_=adv_li_tt",2013,"
Action, Adventure, Horror","https://www.imdb.com/title/tt3141682/ratings/?ref_=tt_ov_rt","28|12|14|18|18|21|21|11|8|26","Dean Hall
"
"111","Akumajo Dracula X: Gekka no Yasokyoku","9.2","https://www.imdb.com/title/tt0260785/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0260785/ratings/?ref_=tt_ov_rt","913|383|168|76|26|16|11|6|5|48","Toru Hagihara
"
"112","The Vampire Diaries","7.5","https://www.imdb.com/title/tt5483944/?ref_=adv_li_tt",1996,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt5483944/ratings/?ref_=tt_ov_rt","7|1|0|2|4|1|1|0|1|1","Patricia Flanigan
| Dave Roberts
"
"113","Baldi's Basics in Education and Learning","6.4","https://www.imdb.com/title/tt8463394/?ref_=adv_li_tt",2018,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt8463394/ratings/?ref_=tt_ov_rt","76|21|24|45|33|29|12|16|5|20","Micah McGonigal
"
"114","Maneater","6.8","https://www.imdb.com/title/tt11941170/?ref_=adv_li_tt",2020,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt11941170/ratings/?ref_=tt_ov_rt","43|36|64|145|67|39|15|5|6|12",NA
"115","Ripper","7.3","https://www.imdb.com/title/tt0117483/?ref_=adv_li_tt",1996,"
Adventure, Crime, Horror","https://www.imdb.com/title/tt0117483/ratings/?ref_=tt_ov_rt","78|34|53|28|17|12|8|6|7|14","Phil Parmet
"
"116","The X Files: Resist or Serve","8.2","https://www.imdb.com/title/tt0353016/?ref_=adv_li_tt",2004,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0353016/ratings/?ref_=tt_ov_rt","295|104|101|73|33|10|4|6|8|38",NA
"117","Tom Clancy's Rainbow Six Extraction","5.3","https://www.imdb.com/title/tt12973374/?ref_=adv_li_tt",2022,"
Action, Adventure, Crime","https://www.imdb.com/title/tt12973374/ratings/?ref_=tt_ov_rt","22|7|13|32|20|19|13|12|8|18","Patrick Methe
"
"118","Agony","4","https://www.imdb.com/title/tt7094154/?ref_=adv_li_tt",2018,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt7094154/ratings/?ref_=tt_ov_rt","20|1|7|10|12|17|23|23|15|30","Tomasz Dutkiewicz
"
"119","Castlevania: Lords of Shadow 2","7.6","https://www.imdb.com/title/tt3187682/?ref_=adv_li_tt",2014,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt3187682/ratings/?ref_=tt_ov_rt","166|107|230|128|70|33|20|11|3|26","Jesús Cobo
"
"120","Demon's Souls","8.6","https://www.imdb.com/title/tt1537739/?ref_=adv_li_tt",2009,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1537739/ratings/?ref_=tt_ov_rt","536|419|298|104|47|20|12|5|10|41","Hidetaka Miyazaki
"
"121","Little Nicky","6.7","https://www.imdb.com/title/tt0291312/?ref_=adv_li_tt",2000,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0291312/ratings/?ref_=tt_ov_rt","15|6|5|19|12|8|5|3|3|10",NA
"122","Luigi's Mansion 3","8.2","https://www.imdb.com/title/tt9655882/?ref_=adv_li_tt",2019,"
Adventure, Comedy, Family","https://www.imdb.com/title/tt9655882/ratings/?ref_=tt_ov_rt","184|186|268|92|34|10|2|3|4|14","Devon Blanchet
| Jason Carr
| Bryce Holliday
"
"123","Prototype","7.5","https://www.imdb.com/title/tt1233574/?ref_=adv_li_tt",2009,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1233574/ratings/?ref_=tt_ov_rt","566|394|778|738|384|130|56|22|28|93","Keith Arem
| Ali Donovan
| Blade Zavier
"
"124","Inscryption","8.6","https://www.imdb.com/title/tt16273834/?ref_=adv_li_tt",2021,"
Adventure, Horror","https://www.imdb.com/title/tt16273834/ratings/?ref_=tt_ov_rt","53|51|35|20|4|2|2|0|0|3","Daniel Mullins
"
"125","Mortal Kombat 11: Ultimate","8.6","https://www.imdb.com/title/tt15671470/?ref_=adv_li_tt",2020,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt15671470/ratings/?ref_=tt_ov_rt","48|36|33|12|3|3|1|1|1|5","Ed Boon
"
"126","Jurassic Park: The Game","6.7","https://www.imdb.com/title/tt1988671/?ref_=adv_li_tt",2011,"
Action, Adventure, Drama","https://www.imdb.com/title/tt1988671/ratings/?ref_=tt_ov_rt","84|30|75|101|58|43|18|15|7|25","Nick Herman
"
"127","Legacy of Kain: Soul Reaver","8.4","https://www.imdb.com/title/tt0215926/?ref_=adv_li_tt",1999,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0215926/ratings/?ref_=tt_ov_rt","398|229|157|88|32|12|3|8|3|25","Amy Hennig
"
"128","The Isle","7.7","https://www.imdb.com/title/tt10380612/?ref_=adv_li_tt",2019,"
Action, Adventure, Horror","https://www.imdb.com/title/tt10380612/ratings/?ref_=tt_ov_rt","16|3|4|1|4|2|0|0|0|4",NA
"129","Wolfenstein: The Old Blood","7.7","https://www.imdb.com/title/tt4540758/?ref_=adv_li_tt",2015,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt4540758/ratings/?ref_=tt_ov_rt","378|315|817|580|171|55|11|12|6|30",NA
"130","Alice","8.6","https://www.imdb.com/title/tt0251576/?ref_=adv_li_tt",2000,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0251576/ratings/?ref_=tt_ov_rt","741|295|201|113|53|22|12|10|5|38",NA
"131","World War Z","6.5","https://www.imdb.com/title/tt9265510/?ref_=adv_li_tt",2019,"
Action, Adventure, Horror","https://www.imdb.com/title/tt9265510/ratings/?ref_=tt_ov_rt","58|27|79|126|94|47|23|13|8|22",NA
"132","The Visitor Returns",NA,"https://www.imdb.com/title/tt5654264/?ref_=adv_li_tt",2011,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt5654264/ratings/?ref_=tt_ov_rt",NA,"Jay Ziebarth
"
"133","Afterparty","6.8","https://www.imdb.com/title/tt11203018/?ref_=adv_li_tt",2019,"
Adventure, Comedy, Drama","https://www.imdb.com/title/tt11203018/ratings/?ref_=tt_ov_rt","21|9|22|43|19|15|1|3|2|7",NA
"134","S.T.A.L.K.E.R. 2",NA,"https://www.imdb.com/title/tt14651308/?ref_=adv_li_tt",2023,"
Action, Adventure, Horror","https://www.imdb.com/title/tt14651308/ratings/?ref_=tt_ov_rt",NA,NA
"135","Beowulf: The Game","5.1","https://www.imdb.com/title/tt1125921/?ref_=adv_li_tt",2007,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1125921/ratings/?ref_=tt_ov_rt","46|10|28|49|70|84|55|21|20|30","Jean-Michel Tari
"
"136","Blasphemous","8.1","https://www.imdb.com/title/tt6964106/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6964106/ratings/?ref_=tt_ov_rt","61|64|89|45|14|5|2|3|1|5","Enrique Cabeza
"
"137","Devil May Cry 2","5.9","https://www.imdb.com/title/tt0319285/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0319285/ratings/?ref_=tt_ov_rt","207|40|130|311|308|239|111|85|66|71","Hideaki Itsuno
| Carole Ruggier
"
"138","Harry Potter e o Prisioneiro de Azkaban","7.5","https://www.imdb.com/title/tt0414084/?ref_=adv_li_tt",NA,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0414084/ratings/?ref_=tt_ov_rt","300|167|354|380|130|61|35|15|14|64",NA
"139","Prototype 2","7.4","https://www.imdb.com/title/tt1866227/?ref_=adv_li_tt",2012,"
Action, Adventure, Horror","https://www.imdb.com/title/tt1866227/ratings/?ref_=tt_ov_rt","303|194|415|444|196|75|41|16|16|49","Scott Morgan
| Ian Fenton
| Rob King
| Blade Zavier
| Paal Wilhelm Nesset
"
"140","The Excavation of Hob's Barrow","7.9","https://www.imdb.com/title/tt21832070/?ref_=adv_li_tt",2022,"
Adventure, Horror, Mystery","https://www.imdb.com/title/tt21832070/ratings/?ref_=tt_ov_rt","5|1|5|2|1|0|0|1|1|1","Shaun Aitcheson
"
"141","Remnant: From the Ashes","6.8","https://www.imdb.com/title/tt10907818/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt10907818/ratings/?ref_=tt_ov_rt","39|28|71|71|38|25|15|11|6|8","Matthew Guzenda
| John Pearl
| Christoph Schulte
"
"142","Dino Crisis","7.8","https://www.imdb.com/title/tt0228217/?ref_=adv_li_tt",1999,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0228217/ratings/?ref_=tt_ov_rt","313|207|455|280|117|51|28|15|8|29","Shinji Mikami
"
"143","The Beast Within: A Gabriel Knight Mystery","9","https://www.imdb.com/title/tt0138459/?ref_=adv_li_tt",1995,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0138459/ratings/?ref_=tt_ov_rt","420|189|85|38|14|7|6|7|2|27","Will Binder
"
"144","Berserk: Millennium Falcon hen seima senki no sho","8","https://www.imdb.com/title/tt3124928/?ref_=adv_li_tt",2004,"
Animation, Action, Adventure","https://www.imdb.com/title/tt3124928/ratings/?ref_=tt_ov_rt","24|5|10|6|5|1|1|0|0|3","Masamichi Ito
"
"145","Thief","6.7","https://www.imdb.com/title/tt2764864/?ref_=adv_li_tt",2014,"
Action, Adventure, Crime","https://www.imdb.com/title/tt2764864/ratings/?ref_=tt_ov_rt","190|97|173|309|224|126|70|36|17|47","Wilson Mui
"
"146","Diablo","8.5","https://www.imdb.com/title/tt0258522/?ref_=adv_li_tt",1996,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0258522/ratings/?ref_=tt_ov_rt","945|740|627|294|110|48|27|15|10|86","Mark Schwarz
"
"147","Code Vein","6.7","https://www.imdb.com/title/tt6923904/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6923904/ratings/?ref_=tt_ov_rt","30|22|44|60|32|13|7|6|5|9","Hiroshi Yoshimura
| Yuta Yamamoto
"
"148","Marvel: Ultimate Alliance 2","7.5","https://www.imdb.com/title/tt1266580/?ref_=adv_li_tt",2009,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt1266580/ratings/?ref_=tt_ov_rt","220|107|309|279|92|61|23|13|4|63","Ali Donovan
| Dan Tanguay
"
"149","Shin Megami Tensei V","8.2","https://www.imdb.com/title/tt6671502/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt6671502/ratings/?ref_=tt_ov_rt","40|22|18|8|3|0|1|1|0|7","Shigeo Komori
"
"150","Van Helsing","6.6","https://www.imdb.com/title/tt0412022/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0412022/ratings/?ref_=tt_ov_rt","89|30|106|141|94|42|23|17|15|21","John Slowsky
"
"151","Fran Bow","8.5","https://www.imdb.com/title/tt5123972/?ref_=adv_li_tt",2015,"
Adventure, Fantasy, Horror","https://www.imdb.com/title/tt5123972/ratings/?ref_=tt_ov_rt","112|57|67|32|9|4|1|2|2|8","Natalia Figueroa
"
"152","Luigi's Mansion","8.1","https://www.imdb.com/title/tt0285312/?ref_=adv_li_tt",2001,"
Adventure, Family, Fantasy","https://www.imdb.com/title/tt0285312/ratings/?ref_=tt_ov_rt","340|254|443|235|75|24|10|11|5|21","Hideki Konno
"
"153","The Closing Shift","8.3","https://www.imdb.com/title/tt21601288/?ref_=adv_li_tt",2022,"
Adventure, Horror","https://www.imdb.com/title/tt21601288/ratings/?ref_=tt_ov_rt","5|0|1|3|1|0|0|0|0|0",NA
"154","Chernobylite","6.8","https://www.imdb.com/title/tt12815364/?ref_=adv_li_tt",2019,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt12815364/ratings/?ref_=tt_ov_rt","2|5|14|14|12|2|4|2|1|2","Artur Fojcik
| Wojciech Pazdur
"
"155","Quake","8.2","https://www.imdb.com/title/tt0152116/?ref_=adv_li_tt",1996,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0152116/ratings/?ref_=tt_ov_rt","573|512|693|376|131|65|19|20|9|37","John Romero
"
"156","Evil Dead: Regeneration","8.2","https://www.imdb.com/title/tt0458361/?ref_=adv_li_tt",2005,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0458361/ratings/?ref_=tt_ov_rt","254|110|113|77|39|16|7|7|5|25",NA
"157","Far Cry 6: The Vanishing","7","https://www.imdb.com/title/tt21293796/?ref_=adv_li_tt",2022,"
Action, Adventure, Horror","https://www.imdb.com/title/tt21293796/ratings/?ref_=tt_ov_rt","5|1|6|5|6|3|1|0|1|1","Grant Harvey
"
"158","Goosebumps: Escape from Horrorland","8.2","https://www.imdb.com/title/tt0219062/?ref_=adv_li_tt",1996,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt0219062/ratings/?ref_=tt_ov_rt","80|27|31|16|12|7|2|4|2|12","Lawrence Guterman
"
"159","Gabriel Knight: Sins of the Fathers","9.1","https://www.imdb.com/title/tt0109865/?ref_=adv_li_tt",1993,"
Adventure, Drama, Horror","https://www.imdb.com/title/tt0109865/ratings/?ref_=tt_ov_rt","373|160|78|24|11|8|2|6|1|34","Jane Jensen
"
"160","SCP: Containment Breach","7.3","https://www.imdb.com/title/tt7831798/?ref_=adv_li_tt",2017,"
Adventure, Horror, Thriller","https://www.imdb.com/title/tt7831798/ratings/?ref_=tt_ov_rt","39|21|17|13|6|5|1|2|2|6","Joonas Rikkonen
"
"161","BloodRayne","7.2","https://www.imdb.com/title/tt0363480/?ref_=adv_li_tt",2002,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0363480/ratings/?ref_=tt_ov_rt","133|65|121|135|75|29|14|16|14|18",NA
"162","Dead Island Riptide","7","https://www.imdb.com/title/tt2261248/?ref_=adv_li_tt",2013,"
Action, Adventure, Horror","https://www.imdb.com/title/tt2261248/ratings/?ref_=tt_ov_rt","196|99|216|325|185|112|51|22|20|45","Pawel Marchewka
"
"163","Marvel Nemesis: Rise of the Imperfects","6.8","https://www.imdb.com/title/tt0492680/?ref_=adv_li_tt",2005,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0492680/ratings/?ref_=tt_ov_rt","72|21|30|60|37|21|12|4|14|9",NA
"164","Blood","8.4","https://www.imdb.com/title/tt0284915/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0284915/ratings/?ref_=tt_ov_rt","188|84|98|45|16|8|4|5|6|11",NA
"165","Changed","8.2","https://www.imdb.com/title/tt13497148/?ref_=adv_li_tt",2018,"
Animation, Action, Adventure","https://www.imdb.com/title/tt13497148/ratings/?ref_=tt_ov_rt","5|0|0|2|0|0|0|0|1|1",NA
"166","The Mummy Returns","5.8","https://www.imdb.com/title/tt0301636/?ref_=adv_li_tt",2001,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0301636/ratings/?ref_=tt_ov_rt","24|9|22|26|28|11|11|12|4|14",NA
"167","Project Zomboid","8.2","https://www.imdb.com/title/tt16796676/?ref_=adv_li_tt",2013,"
Adventure, Horror","https://www.imdb.com/title/tt16796676/ratings/?ref_=tt_ov_rt","12|14|6|4|1|2|1|1|0|1","Andy Hodgetts
| Will Porter
| Chris Simpson
| Marina Siu-Chong
"
"168","Blood Omen: Legacy of Kain","8.2","https://www.imdb.com/title/tt0231278/?ref_=adv_li_tt",1996,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0231278/ratings/?ref_=tt_ov_rt","149|92|70|51|13|8|6|3|3|12","Denis Dyack
"
"169","Metro 2033 Redux","7.8","https://www.imdb.com/title/tt15452910/?ref_=adv_li_tt",2014,"
Action, Adventure, Horror","https://www.imdb.com/title/tt15452910/ratings/?ref_=tt_ov_rt","56|44|100|57|20|4|7|3|2|2","Andrew Prokhorov
"
"170","Onimusha 3","8.4","https://www.imdb.com/title/tt0363858/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0363858/ratings/?ref_=tt_ov_rt","253|184|189|82|34|10|4|5|4|33","Minoru Nakai
"
"171","MediEvil","8.1","https://www.imdb.com/title/tt0280928/?ref_=adv_li_tt",1998,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0280928/ratings/?ref_=tt_ov_rt","161|124|153|90|36|10|6|2|1|19",NA
"172","System Shock 2","8.9","https://www.imdb.com/title/tt0308956/?ref_=adv_li_tt",1999,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0308956/ratings/?ref_=tt_ov_rt","586|242|159|58|26|15|14|10|3|40","Ken Levine
"
"173","Mortal Kombat: Armageddon","7.7","https://www.imdb.com/title/tt0763846/?ref_=adv_li_tt",2006,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0763846/ratings/?ref_=tt_ov_rt","391|172|450|259|135|52|30|14|11|37","Martin Stoltz
"
"174","Among the Sleep","6.7","https://www.imdb.com/title/tt3776342/?ref_=adv_li_tt",2014,"
Action, Adventure, Horror","https://www.imdb.com/title/tt3776342/ratings/?ref_=tt_ov_rt","29|18|49|91|60|23|8|8|9|12","Anders Ugland
"
"175","Plants vs. Zombies Garden Warfare 2","7.1","https://www.imdb.com/title/tt5893090/?ref_=adv_li_tt",2016,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt5893090/ratings/?ref_=tt_ov_rt","95|51|78|98|72|21|9|6|4|9","Jeremy Vanhoozer
"
"176","Legacy of Kain: Defiance","8.5","https://www.imdb.com/title/tt0365432/?ref_=adv_li_tt",2003,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0365432/ratings/?ref_=tt_ov_rt","304|135|119|68|21|12|2|4|3|20","Amy Hennig
"
"177","Turok: Dinosaur Hunter","7.2","https://www.imdb.com/title/tt0219364/?ref_=adv_li_tt",1997,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0219364/ratings/?ref_=tt_ov_rt","97|60|127|175|82|30|21|12|4|8",NA
"178","Mortal Kombat: Deception","7.7","https://www.imdb.com/title/tt0411677/?ref_=adv_li_tt",2004,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0411677/ratings/?ref_=tt_ov_rt","310|213|299|200|109|48|16|14|5|25","Ed Boon
| Martin Stoltz
"
"179","Vampire Survivors","8","https://www.imdb.com/title/tt21030326/?ref_=adv_li_tt",2021,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt21030326/ratings/?ref_=tt_ov_rt","13|12|22|9|4|2|1|0|0|1",NA
"180","Hellboy: The Science of Evil","6.3","https://www.imdb.com/title/tt0809435/?ref_=adv_li_tt",2008,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0809435/ratings/?ref_=tt_ov_rt","88|21|57|91|69|43|20|10|7|36",NA
"181","Dino Crisis 2","8","https://www.imdb.com/title/tt0252381/?ref_=adv_li_tt",2000,"
Action, Adventure, Horror","https://www.imdb.com/title/tt0252381/ratings/?ref_=tt_ov_rt","259|172|275|170|73|38|6|14|8|18","Shu Takumi
"
"182","Akumajô densetsu","7.8","https://www.imdb.com/title/tt0409802/?ref_=adv_li_tt",1989,"
Action, Adventure, Fantasy","https://www.imdb.com/title/tt0409802/ratings/?ref_=tt_ov_rt","100|95|184|96|40|21|8|5|2|10","Hitoshi Akamatsu
"
"183","Oneechanbara vortex: Kiketsu o tsugu mono tachi","5.8","https://www.imdb.com/title/tt1392992/?ref_=adv_li_tt",2006,"
Action, Adventure, Drama","https://www.imdb.com/title/tt1392992/ratings/?ref_=tt_ov_rt","7|5|2|11|11|8|2|5|5|7","Kazuya Sasahara
| Kimihiro Ueno
"
"184","Observation","7.4","https://www.imdb.com/title/tt9106212/?ref_=adv_li_tt",2019,"
Adventure, Horror, Sci-Fi","https://www.imdb.com/title/tt9106212/ratings/?ref_=tt_ov_rt","37|40|81|77|26|15|5|5|2|2","Jon Mckellan
"
"185","Postal: Brain Damaged","7.9","https://www.imdb.com/title/tt15280344/?ref_=adv_li_tt",2022,"
Action, Adventure, Comedy","https://www.imdb.com/title/tt15280344/ratings/?ref_=tt_ov_rt","5|4|4|1|2|0|0|0|0|1","Lukasz Jarzab
"
"186","Saiko No Sutoka","8.6","https://www.imdb.com/title/tt16550692/?ref_=adv_li_tt",2020,"
Adventure, Horror","https://www.imdb.com/title/tt16550692/ratings/?ref_=tt_ov_rt","5|1|2|3|0|0|0|0|0|0",NA
